text,label
its offering some basic needs very wellreplaced with my old tenda router and working beyond my expectationswhats good1pptp vpn working without any issue but unfortunately there is no ipsec atleast does the job and unique point is vpn routing host destination based2ddns you can get a free host 3mobile app wifi optimizationwhats badno advance encryption only basicsrealtime bandwidth usage and graphics missing as available in previous mi router,0
seeds are looks good,1
if you are looking 1824 go for 612 size,1
power bank,1
buying this fridge is waste of money because the freezer is not designed in a useful wayit doesnt have stop and start so anything we keep in freezer it freezing immediately and sticking inside even single door refrigerator having stop and start button which melts the ice formed insidebetter go for other models,0
belt is in proper,1
when it is folded it is not good,0
im using this inverter with 150 ah luminous tall tublar red charge bettery and working flawlesslybackup time 8 to 9 hours using 3 fans 3 lights 2 laptop wifi and sometimes water pump also,1
i m happy to buy this,2
average product in this price,1
heating issues,1
over heating,1
not a good product with in 2 months got defective 4 times and till now not working properly,0
worsted product,1
after the 2 uses mixer machine is throwing smoke and i dont encourage others to buy this i think there are fake ratings has been given to this product,0
not satisfiedits not use for medium bigger platesits not cleaning as expected,1
soft and handy,1
good but signal quality is not good,0
very economical and quality product,2
quality superb beautiful design,2
apple 20 watt fast pd charger excellent product with good packaging by flipkart and apple genuine product feeling great after receiving,2
expected more better,0
valuable money product,2
waste productthis is the waste of mony productin this product there is no extra filter for the water filtering therefore without filtered water goes to the membrane filter and corban filters and other filterstherefore all filters are chocked within 1 years the filters are very costly 3000 to 4000 rs if the ro water purifier by 4 members family onlyit means rs 4000 expenses for filters and another 500 to 1000 for electricity expenses,0
the tilt angle suitable to decant the drum cannot be possible on plain surfaceif machine is placed higher over an edge the tilt angle is achieved but drum is inside the frame making it impossible for the vessel to be placed below the drumoverall stand design need to be improvised,1
